"","country_orig","iso3_orig","iso2_orig","country_use","iso3_use","year","indicator_id","indicator","sex","age","pop_size"
"104","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.0004.MA","Population ages 00-04, male","male","0-4",NA
"105","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.0509.FE","Population ages 05-09, female","female","5-9",NA
"106","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.0509.MA","Population ages 05-09, male","male","5-9",NA
"107","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.1014.FE","Population ages 10-14, female","female","10-14",NA
"108","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.1014.MA","Population ages 10-14, male","male","10-14",NA
"109","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.1519.FE","Population ages 15-19, female","female","15-19",NA
"110","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.1519.MA","Population ages 15-19, male","male","15-19",NA
"111","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.2024.FE","Population ages 20-24, female","female","20-24",NA
"112","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.2024.MA","Population ages 20-24, male","male","20-24",NA
"113","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.2529.FE","Population ages 25-29, female","female","25-29",NA
"114","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.2529.MA","Population ages 25-29, male","male","25-29",NA
"115","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.3034.FE","Population ages 30-34, female","female","30-34",NA
"116","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.3034.MA","Population ages 30-34, male","male","30-34",NA
"117","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.3539.FE","Population ages 35-39, female","female","35-39",NA
"118","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.3539.MA","Population ages 35-39, male","male","35-39",NA
"119","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.4044.FE","Population ages 40-44, female","female","40-44",NA
"120","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.4044.MA","Population ages 40-44, male","male","40-44",NA
"121","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.4549.FE","Population ages 45-49, female","female","45-49",NA
"122","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.4549.MA","Population ages 45-49, male","male","45-49",NA
"123","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.5054.FE","Population ages 50-54, female","female","50-54",NA
"124","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.5054.MA","Population ages 50-54, male","male","50-54",NA
"125","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.5559.FE","Population ages 55-59, female","female","55-59",NA
"126","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.5559.MA","Population ages 55-59, male","male","55-59",NA
"127","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.6064.FE","Population ages 60-64, female","female","60-64",NA
"128","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.6064.MA","Population ages 60-64, male","male","60-64",NA
"129","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.6569.FE","Population ages 65-69, female","female","65-69",NA
"130","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.6569.MA","Population ages 65-69, male","male","65-69",NA
"131","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.7074.FE","Population ages 70-74, female","female","70-74",NA
"132","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.7074.MA","Population ages 70-74, male","male","70-74",NA
"133","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.7579.FE","Population ages 75-79, female","female","75-79",NA
"134","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.7579.MA","Population ages 75-79, male","male","75-79",NA
"135","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.80UP.FE","Population ages 80 and above, female","female","80+",NA
"136","American Samoa","ASM","AS","American Samoa","ASM",2019,"SP.POP.80UP.MA","Population ages 80 and above, male","male","80+",NA
"137","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.0004.FE","Population ages 00-04, female","female","0-4",NA
"138","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.0004.MA","Population ages 00-04, male","male","0-4",NA
"139","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.0509.FE","Population ages 05-09, female","female","5-9",NA
"140","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.0509.MA","Population ages 05-09, male","male","5-9",NA
"141","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.1014.FE","Population ages 10-14, female","female","10-14",NA
"142","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.1014.MA","Population ages 10-14, male","male","10-14",NA
"143","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.1519.FE","Population ages 15-19, female","female","15-19",NA
"144","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.1519.MA","Population ages 15-19, male","male","15-19",NA
"145","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.2024.FE","Population ages 20-24, female","female","20-24",NA
"146","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.2024.MA","Population ages 20-24, male","male","20-24",NA
"147","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.2529.FE","Population ages 25-29, female","female","25-29",NA
"148","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.2529.MA","Population ages 25-29, male","male","25-29",NA
"149","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.3034.FE","Population ages 30-34, female","female","30-34",NA
"150","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.3034.MA","Population ages 30-34, male","male","30-34",NA
"151","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.3539.FE","Population ages 35-39, female","female","35-39",NA
"152","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.3539.MA","Population ages 35-39, male","male","35-39",NA
"153","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.4044.FE","Population ages 40-44, female","female","40-44",NA
"154","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.4044.MA","Population ages 40-44, male","male","40-44",NA
"155","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.4549.FE","Population ages 45-49, female","female","45-49",NA
"156","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.4549.MA","Population ages 45-49, male","male","45-49",NA
"157","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.5054.FE","Population ages 50-54, female","female","50-54",NA
"158","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.5054.MA","Population ages 50-54, male","male","50-54",NA
"159","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.5559.FE","Population ages 55-59, female","female","55-59",NA
"160","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.5559.MA","Population ages 55-59, male","male","55-59",NA
"161","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.6064.FE","Population ages 60-64, female","female","60-64",NA
"162","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.6064.MA","Population ages 60-64, male","male","60-64",NA
"163","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.6569.FE","Population ages 65-69, female","female","65-69",NA
"164","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.6569.MA","Population ages 65-69, male","male","65-69",NA
"165","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.7074.FE","Population ages 70-74, female","female","70-74",NA
"166","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.7074.MA","Population ages 70-74, male","male","70-74",NA
"167","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.7579.FE","Population ages 75-79, female","female","75-79",NA
"168","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.7579.MA","Population ages 75-79, male","male","75-79",NA
"169","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.80UP.FE","Population ages 80 and above, female","female","80+",NA
"170","Andorra","AND","AD","Andorra","AND",2019,"SP.POP.80UP.MA","Population ages 80 and above, male","male","80+",NA
"171","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.0004.FE","Population ages 00-04, female","female","0-4",2809147
"172","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.0004.MA","Population ages 00-04, male","male","0-4",2861324
"173","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.0509.FE","Population ages 05-09, female","female","5-9",2476123
"174","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.0509.MA","Population ages 05-09, male","male","5-9",2499254
"175","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.1014.FE","Population ages 10-14, female","female","10-14",2106256
"176","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.1014.MA","Population ages 10-14, male","male","10-14",2085500
"177","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.1519.FE","Population ages 15-19, female","female","15-19",1710550
"178","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.1519.MA","Population ages 15-19, male","male","15-19",1681692
"179","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.2024.FE","Population ages 20-24, female","female","20-24",1409338
"180","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.2024.MA","Population ages 20-24, male","male","20-24",1376245
"181","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.2529.FE","Population ages 25-29, female","female","25-29",1194956
"182","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.2529.MA","Population ages 25-29, male","male","25-29",1157224
"183","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.3034.FE","Population ages 30-34, female","female","30-34",1006461
"184","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.3034.MA","Population ages 30-34, male","male","30-34",965615
"185","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.3539.FE","Population ages 35-39, female","female","35-39",817417
"186","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.3539.MA","Population ages 35-39, male","male","35-39",777938
"187","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.4044.FE","Population ages 40-44, female","female","40-44",661568
"188","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.4044.MA","Population ages 40-44, male","male","40-44",623694
"189","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.4549.FE","Population ages 45-49, female","female","45-49",535168
"190","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.4549.MA","Population ages 45-49, male","male","45-49",496518
"191","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.5054.FE","Population ages 50-54, female","female","50-54",395296
"192","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.5054.MA","Population ages 50-54, male","male","50-54",366921
"193","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.5559.FE","Population ages 55-59, female","female","55-59",333667
"194","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.5559.MA","Population ages 55-59, male","male","55-59",323988
"195","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.6064.FE","Population ages 60-64, female","female","60-64",237032
"196","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.6064.MA","Population ages 60-64, male","male","60-64",216455
"197","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.6569.FE","Population ages 65-69, female","female","65-69",151541
"198","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.6569.MA","Population ages 65-69, male","male","65-69",139673
"199","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.7074.FE","Population ages 70-74, female","female","70-74",114487
"200","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.7074.MA","Population ages 70-74, male","male","70-74",92588
"201","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.7579.FE","Population ages 75-79, female","female","75-79",67707
"202","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.7579.MA","Population ages 75-79, male","male","75-79",48430
"203","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.80UP.FE","Population ages 80 and above, female","female","80+",53806
"204","Angola","AGO","AO","Angola","AGO",2019,"SP.POP.80UP.MA","Population ages 80 and above, male","male","80+",31720
"205","Antigua and Barbuda","ATG","AG","Antigua & Barbuda","ATG",2019,"SP.POP.0004.FE","Population ages 00-04, female","female","0-4",3636
"206","Antigua and Barbuda","ATG","AG","Antigua & Barbuda","ATG",2019,"SP.POP.0004.MA","Population ages 00-04, male","male","0-4",3744
"207","Antigua and Barbuda","ATG","AG","Antigua & Barbuda","ATG",2019,"SP.POP.0509.FE","Population ages 05-09, female","female","5-9",3514
"208","Antigua and Barbuda","ATG","AG","Antigua & Barbuda","ATG",2019,"SP.POP.0509.MA","Population ages 05-09, male","male","5-9",3616
"209","Antigua and Barbuda","ATG","AG","Antigua & Barbuda","ATG",2019,"SP.POP.1014.FE","Population ages 10-14, female","female","10-14",3370
"210","Antigua and Barbuda","ATG","AG","Antigua & Barbuda","ATG",2019,"SP.POP.1014.MA","Population ages 10-14, male","male","10-14",3444
"211","Antigua and Barbuda","ATG","AG","Antigua & Barbuda","ATG",2019,"SP.POP.1519.FE","Population ages 15-19, female","female","15-19",3546
"212","Antigua and Barbuda","ATG","AG","Antigua & Barbuda","ATG",2019,"SP.POP.1519.MA","Population ages 15-19, male","male","15-19",3625
"213","Antigua and Barbuda","ATG","AG","Antigua & Barbuda","ATG",2019,"SP.POP.2024.FE","Population ages 20-24, female","female","20-24",3765
"214","Antigua and Barbuda","ATG","AG","Antigua & Barbuda","ATG",2019,"SP.POP.2024.MA","Population ages 20-24, male","male","20-24",3832
"215","Antigua and Barbuda","ATG","AG","Antigua & Barbuda","ATG",2019,"SP.POP.2529.FE","Population ages 25-29, female","female","25-29",3668
"216","Antigua and Barbuda","ATG","AG","Antigua & Barbuda","ATG",2019,"SP.POP.2529.MA","Population ages 25-29, male","male","25-29",3592
"217","Antigua and Barbuda","ATG","AG","Antigua & Barbuda","ATG",2019,"SP.POP.3034.FE","Population ages 30-34, female","female","30-34",3704
"218","Antigua and Barbuda","ATG","AG","Antigua & Barbuda","ATG",2019,"SP.POP.3034.MA","Population ages 30-34, male","male","30-34",3353
"219","Antigua and Barbuda","ATG","AG","Antigua & Barbuda","ATG",2019,"SP.POP.3539.FE","Population ages 35-39, female","female","35-39",3725
"220","Antigua and Barbuda","ATG","AG","Antigua & Barbuda","ATG",2019,"SP.POP.3539.MA","Population ages 35-39, male","male","35-39",3297
"221","Antigua and Barbuda","ATG","AG","Antigua & Barbuda","ATG",2019,"SP.POP.4044.FE","Population ages 40-44, female","female","40-44",3724
"222","Antigua and Barbuda","ATG","AG","Antigua & Barbuda","ATG",2019,"SP.POP.4044.MA","Population ages 40-44, male","male","40-44",3204
"223","Antigua and Barbuda","ATG","AG","Antigua & Barbuda","ATG",2019,"SP.POP.4549.FE","Population ages 45-49, female","female","45-49",3780
"224","Antigua and Barbuda","ATG","AG","Antigua & Barbuda","ATG",2019,"SP.POP.4549.MA","Population ages 45-49, male","male","45-49",3186
"225","Antigua and Barbuda","ATG","AG","Antigua & Barbuda","ATG",2019,"SP.POP.5054.FE","Population ages 50-54, female","female","50-54",3600
